queue_rank,task_id,target_phase,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,target_cost,projected_gain_to_target,priority_score,required_system,first_action,preferred_lowerings,reject_lowerings,proof_requirements,worker_acceptance,leakage_risk,private_risk
216,335,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,9307,15.86147791581429,1000,2.230766805203574,32.19619013622145,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task335: validation pass, cost < 9307, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
217,315,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,9557,15.83497085073382,1000,2.2572738702840436,32.13776785210661,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task315: validation pass, cost < 9557, target cost <= 1000, static/banned-op gate pass",medium,medium
218,41,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,9243,15.868378212735223,1000,2.22386650828264,32.12028687009118,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task041: validation pass, cost < 9243, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
219,192,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,9231,15.869677336009849,1000,2.2225673850080145,32.1059965140703,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task192: validation pass, cost < 9231, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
220,50,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,9146,15.878928095782,1000,2.213316625235864,32.00423815657664,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task050: validation pass, cost < 9146, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
221,250,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,8969,15.898470533881996,1000,2.193774187135867,31.789271337476677,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task250: validation pass, cost < 8969, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
222,346,phase3_7400_private_like,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,9178,15.875435405045222,1000,2.2168093159726414,31.692657754681193,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task346: validation pass, cost < 9178, target cost <= 1000, static/banned-op gate pass",medium,medium
223,297,phase3_7400_private_like,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9172,15.876089356022204,1000,2.216155364995659,31.685464293934388,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task297: validation pass, cost < 9172, target cost <= 1000, static/banned-op gate pass",medium,medium
224,245,phase3_7400_private_like,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,8818,15.915449634082117,1000,2.176795086935746,31.60250123527534,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task245: validation pass, cost < 8818, target cost <= 1000, static/banned-op gate pass",high,high until replaced by rule
225,3,phase3_7400_private_like,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,9102,15.883750551423413,1000,2.2084941695944504,31.60119114452109,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task003: validation pass, cost < 9102, target cost <= 1000, static/banned-op gate pass",medium,medium
